#run	cell	pol	dose\sum_dose
16062	15	0.0000	0.0	0.0
16064	15	0.0000	0.0	0.0
16066	15	0.8237	0.040779609342675945	0.040779609342675945
16067	15	0.8227	0.040930626610602365	0.08171023595327831
16068	15	0.8294	0.0036755564993780202	0.08538579245265633
16069	15	0.8263	0.03741564477379782	0.12280143722645415
16071	15	0.0000	0.0	0.12280143722645415
16074	15	0.8365	0.03825305780763744	0.16105449503409158
16075	15	0.8285	0.03976975561169847	0.20082425064579004
16076	15	0.8276	0.038374835620717695	0.23919908626650774
16077	15	0.8269	0.03694085494077849	0.27613994120728624
16078	15	0.8313	0.015563390787814373	0.2917033319951006
16137	15	0.6343	0.32297765197079775	0.6146809839658984
16138	15	0.6305	0.8687887958015212	1.4834697797674197
16144	15	0.6306	0.1757196471096532	1.6591894268770728
16145	15	0.6284	0.16073856096154654	1.8199279878386194
16146	15	0.6261	0.04477615836788383	1.8647041462065033
16147	15	0.0000	0.0	1.8647041462065033
16148	15	0.6284	0.1628012369290524	2.027505383135556
16152	15	-0.5623	0.029996822398829334	2.057502205534385
16156	15	-0.5815	0.05139863949845907	2.108900845032844
16157	15	-0.5772	0.0741650546162745	2.1830658996491183
16158	15	-0.5768	0.061797913066174166	2.2448638127152925
16164	15	-0.5839	0.0038893881782155687	2.248753200893508
16166	15	-0.5813	0.042444588016738435	2.2911977889102464
16167	15	-0.5796	0.1071849137404298	2.398382702650676
16168	15	-0.5826	0.010510850826976687	2.408893553477653
16169	15	-0.5826	0.021893529241755715	2.4307870827194087
16170	15	-0.5789	0.17428624272816978	2.6050733254475786
16174	15	-0.5792	0.014097305928228731	2.619170631375807
16178	15	-0.5728	0.11458278644428273	2.7337534178200897
16211	15	0.6854	0.15287554165544856	2.886628959475538
16213	15	0.6966	0.09896737735947161	2.98559633683501
16214	15	0.6976	0.15755310377703147	3.1431494406120413
16220	15	0.7011	0.003763497376197306	3.1469129379882386
16221	15	0.6975	0.15198690532194148	3.29889984331018
16222	15	0.6926	0.1767381955720628	3.4756380388822428
16223	15	0.6887	0.20333062596489873	3.6789686648471416
16224	15	0.6878	0.01218213589898835	3.69115080074613
16225	15	0.6885	0.05203775314151724	3.743188553887647
