1675265999.638979	0.011219884266545854	1
1675266106.594466	0.011116982611069748	1
1675266203.046513	-0.00014323961311268896	1
1675266299.490826	-3.725686735012168e-05	1
1675266395.974414	-1.595895366945932e-05	1
1675266492.459548	-3.674571373224467e-05	1
1675266588.912456	-9.947544107480333e-05	1
1675266685.354386	2.013825662094959e-05	1
1675266781.795524	-0.00020198383258906993	1
1675266878.238272	-0.00018554630425349217	1
1675266974.68092	1.7494907510018365e-05	1
1675267071.124295	0.0001967822022983512	1
1675267167.567289	0.00015428237297365754	1
1675267287.806977	0.00039657891097522047	1
1675267512.819196	-0.00017609821196812314	1
1675267609.263846	-1.59794874958763e-05	1
1675267705.706768	0.00029909730600208295	1
1675267802.150032	1.9659603873178888e-05	1
1675267898.593364	-0.0001377514443643424	1
1675267995.037926	-0.0006604864920882747	1
1675268091.24864	-0.00992798494880498	1
1675268139.475084	-0.014041438733211287	1
1675268187.718809	-0.017419024319136556	1
1675268293.274233	-0.023137889540574053	1
1675268365.617212	-0.027362489427956715	1
1675268437.957733	-0.029772686617689947	1
1675268510.300672	-0.0333444052854055	1
1675268582.651485	-0.03631909052262938	1
1675268654.995871	-0.039375355142507784	1
1675268727.346235	-0.042064751631327946	1
1675268799.699773	-0.04416750371676348	1
1675268872.052746	-0.04645504321760163	1
1675269072.700091	-0.05258910303965947	1
1675269145.052235	-0.05445375970514488	1
1675269217.400143	-0.05663425802346578	1
1675269289.747195	-0.057781692775634275	1
1675269362.099585	-0.05984040984986527	1
1675269434.450973	-0.06200487061439719	1
1675269506.800739	-0.06312513084988791	1
1675269579.150611	-0.0649984813984037	1
1675269651.487031	-0.06639814921651843	1
1675269723.824343	-0.06773712375098984	1
1675269796.160633	-0.06932144637797166	1
1675269868.497528	-0.07043114767509429	1
1675269940.834273	-0.07223776968115447	1
1675270013.170997	-0.07332763130410824	1
1675270085.513404	-0.07420217394919981	1
1675270157.850749	-0.07558137591729408	1
1675270230.190102	-0.07692433250539632	1
1675270302.525871	-0.07789981899757481	1
1675270374.862935	-0.07952880245375371	1
1675270447.200918	-0.08041451793608112	1
1675270519.536991	-0.08178390943308478	1
1675270591.875457	-0.08195238526265025	1
1675270664.213399	-0.0834699530476628	1
1675270736.551293	-0.08466255856792748	1
1675270808.886835	-0.0850703149105192	1
1675270881.223967	-0.0862067278576506	1
1675270953.560717	-0.0869825972961158	1
1675271025.900574	-0.08783309888532265	1
1675271098.238546	-0.08837241509433968	1
1675271170.575441	-0.08944820934103892	1
1675271242.91202	-0.09000167857486496	1
1675271315.24812	-0.09063458704631322	1
1675271387.58668	-0.09182025162798912	1
1675271459.922924	-0.0927230015490974	1
1675271532.259303	-0.09318547470444938	1
1675271604.59737	-0.09363299288254656	1
1675271676.936491	-0.0943684362169368	1
1675271749.273005	-0.09524659415395909	1
1675271821.611338	-0.09598644774885279	1
1675271893.947912	-0.09644473462448189	1
1675271966.283527	-0.09697274044322612	1
1675272038.621158	-0.09766004008046791	1
1675272110.959554	-0.09784063741944427	1
1675272183.298564	-0.0986399693413651	1
1675272255.635593	-0.09927383717355354	1
1675272327.971315	-0.09980569486787183	1
1675272400.307578	-0.09975458984866825	1
1675272472.645654	-0.10086491224687699	1
1675272544.985897	-0.101539950359266	1
1675272617.322754	-0.10144860337823247	1
1675272689.659021	-0.10262612962359152	1
1675272763.242184	-0.10277291027467172	1
1675272835.577685	-0.10327245777337235	1
1675272907.915391	-0.10403895111776351	1
1675272980.254361	-0.10443210826708493	1
1675273052.596272	-0.10490717899572766	1
1675273124.933791	-0.10533137305827478	1
1675273197.269767	-0.10548209076049875	1
1675273269.610631	-0.1059439626323837	1
1675273341.94722	-0.10635521483777999	1
1675273414.285834	-0.10694816947783381	1
1675273486.623222	-0.10734438618776898	1
1675273558.97361	-0.10792954112832764	1
1675273631.31418	-0.10833449038078213	1
1675273703.651837	-0.10872732893965664	1
1675273775.991136	-0.10844218868029798	1
1675273848.331106	-0.10957419205521401	1
1675273920.667539	-0.11013899964904339	1
1675273993.004555	-0.11048494986598034	1
